pdb,PBF,PMI1,PMI2,PMI3,NPR1,NPR2,RadiusOfGyration,InertialShapeFactor,Eccentricity,Asphericity,SpherocityIndex
protein,0,0,0,0,0,0,0,0,0,0,0
protein,1.2871885357307569,4901.999992519644,8087.436428341248,10414.096506787351,0.4707081396187161,0.7765855082167031,4.342404988023763,0.00015842217654054617,0.8822889817382326,0.16776130627034397,0.31122893209261243
protein,1.2536035692128642,2808.200237111884,24057.06909610999,25033.75144329459,0.11217656464605003,0.9609853781045585,6.466498715220354,0.00034220685740447474,0.9936882903326428,0.7027588831911143,0.14424646750832426
protein,0,0,0,0,0,0,0,0,0,0,0
protein,0,0,0,0,0,0,0,0,0,0,0
protein,1.3109117063650206,2995.775755657564,23616.879589728283,23742.60660423886,0.12617720562841303,0.9947045824998789,6.3695982881982305,0.0003320357275144395,0.9920077181049577,0.674916419022914,0.16072632035846346
protein,0,0,0,0,0,0,0,0,0,0,0
protein,0.9401200062914159,5242.3469082805805,8678.370656106374,12972.209710095089,0.40412135059772736,0.668997098416686,4.651105852113355,0.00012761404579310988,0.9147053809785252,0.24886730228623305,0.14360306989051547
protein,0,0,0,0,0,0,0,0,0,0,0
protein,0,0,0,0,0,0,0,0,0,0,0
protein,0,0,0,0,0,0,0,0,0,0,0
protein,0.9709018494559559,2341.6824856647177,26452.70886446211,27432.62571502997,0.08536122316507752,0.9642791448129233,6.730729479537342,0.00041178902379636665,0.9963500697946288,0.7666398271868393,0.07458344231056147
protein,0,0,0,0,0,0,0,0,0,0,0
protein,0,0,0,0,0,0,0,0,0,0,0
protein,0.7993411610772674,4995.86595133118,12970.828473217698,17231.543245412624,0.289925625359248,0.7527374819821079,5.334044715200933,0.0001506720735334254,0.957049179384241,0.37365814723678026,0.08326934548652312
protein,1.139191408467494,3830.4130385129633,27833.70812617199,29651.015637973476,0.12918319848738766,0.9387101091581465,7.028675035267202,0.0002450675944656274,0.9916207446542091,0.6629333966829087,0.1114427741559314
protein,1.0449229148698536,4897.880039517263,7998.870968217617,11690.26408440368,0.41897086363101643,0.6842335562709094,4.450845485376991,0.0001396999417605883,0.9079996780992161,0.22953370745650165,0.18246413898818062
protein,0,0,0,0,0,0,0,0,0,0,0
protein,1.2710146830960676,4914.577262523653,8419.855132952884,11107.46005084596,0.4424573430853214,0.7580360491426313,4.437690687758646,0.00015424237094064467,0.8967895514276905,0.19371074301964852,0.2931759194047412
protein,0,0,0,0,0,0,0,0,0,0,0
protein,0,0,0,0,0,0,0,0,0,0,0
protein,0,0,0,0,0,0,0,0,0,0,0
protein,1.1627220491803418,2830.266655476593,29695.99119377543,30360.513231932287,0.0932219634712829,0.9781122923357589,7.118184851979298,0.0003455901550629875,0.9956453512805445,0.7485301102366767,0.10249834852976451
protein,0,0,0,0,0,0,0,0,0,0,0
protein,1.1440945364430501,4127.170356845391,8507.88289545695,11122.787510673035,0.3710553989173221,0.7649056396423186,4.375151512501976,0.0001853341571843851,0.9286107316493316,0.26563564682745006,0.22497674853811142
protein,0,0,0,0,0,0,0,0,0,0,0
protein,1.294641669721186,5465.063120677336,8527.919020810625,11163.06824042066,0.4895663990379221,0.7639404182742204,4.498403544733894,0.0001397862021728192,0.8719660205151587,0.15420445075668698,0.29286912937830556
protein,0,0,0,0,0,0,0,0,0,0,0
protein,0,0,0,0,0,0,0,0,0,0,0
protein,0,0,0,0,0,0,0,0,0,0,0
protein,1.4520314056235766,5697.829780486557,8207.803997099265,10626.51483915832,0.5361898860283205,0.7723890778238793,4.445876631059287,0.0001355584683257987,0.8440973913719534,0.12110493728567165,0.378604453938587
protein,1.1002601361040418,5076.853579340926,8415.9429754107,11702.714417341816,0.4338184628189958,0.719144522824502,4.501930332500141,0.00014165161779549704,0.9010003003980429,0.2074763312861003,0.2108112389021318
protein,0,0,0,0,0,0,0,0,0,0,0
protein,0,0,0,0,0,0,0,0,0,0,0
protein,0.9716878199495335,4690.684330669505,33445.59331939618,36644.98722608881,0.12800343746142848,0.9126921811446322,7.7622212435799085,0.00019457548553781343,0.9917737241921961,0.6645491578069723,0.06627801499613262
protein,1.1316528707495335,3358.516819281918,27158.570968888864,28658.741195687835,0.11718996296275777,0.947654008368494,6.904969889063652,0.000282164437268208,0.9931095169117993,0.6903888183044361,0.11131235846643142
protein,0,0,0,0,0,0,0,0,0,0,0
protein,0,0,0,0,0,0,0,0,0,0,0
protein,0,0,0,0,0,0,0,0,0,0,0
protein,0,0,0,0,0,0,0,0,0,0,0
protein,0.9924985866254469,5580.4692605166665,7330.191399003233,11307.770599292535,0.49350747006362206,0.6482437306839106,4.413774985316628,0.00011616294265258494,0.8697415575855871,0.17623798231093657,0.16889835917265772
protein,0.9931151389999835,4809.467287635805,13222.604021461713,16549.49452356814,0.2906111289856401,0.7989732860197873,5.274235429631448,0.0001661251107942434,0.9568412468689316,0.36738877996068015,0.13266596443241074
protein,0,0,0,0,0,0,0,0,0,0,0
protein,0,0,0,0,0,0,0,0,0,0,0
protein,1.2145383075511698,5355.343433358711,8855.168020083023,12305.495657364501,0.4351993273959416,0.7196108362188116,4.618396849214996,0.00013437249079794182,0.900334129884078,0.206110908109081,0.24966648050443807
protein,1.0688729789238522,5352.716831640987,8196.757436280524,12219.73796709403,0.4380385934669853,0.670780131157738,4.556592436623509,0.00012531582601056374,0.8989561672481398,0.2151304006371967,0.19408504454060285
protein,0,0,0,0,0,0,0,0,0,0,0
protein,0,0,0,0,0,0,0,0,0,0,0
protein,0,0,0,0,0,0,0,0,0,0,0
protein,0,0,0,0,0,0,0,0,0,0,0
protein,1.0298381786788722,5020.307342186365,8151.08157843468,11907.551929860818,0.4216070080363735,0.6845304245950036,4.495150216590629,0.00013635229437903052,0.9067786558883141,0.22687521556429277,0.1699660346391159
protein,0,0,0,0,0,0,0,0,0,0,0
protein,0,0,0,0,0,0,0,0,0,0,0
protein,0,0,0,0,0,0,0,0,0,0,0
protein,0,0,0,0,0,0,0,0,0,0,0
protein,1.0526947289873936,4858.425815097531,18241.38686203685,21609.058556546875,0.22483283121214823,0.8441546314617336,6.001868369744935,0.00017375064755306704,0.9743973511915606,0.47129173334741026,0.11211521580953707
protein,1.3036992108569236,5393.579486414706,8501.248794176816,11373.044119393815,0.4742423778359689,0.7474910591158362,4.508390462301846,0.00013858905036972372,0.8803943247570865,0.1680868415491532,0.29542622438843463
protein,1.0819707918833261,5036.676790341731,7424.196120459484,11046.787250066263,0.4559404174559005,0.6720683536668048,4.352054402760631,0.00013343487812351882,0.8900103009123767,0.19885573626079228,0.21051223831123234
protein,0,0,0,0,0,0,0,0,0,0,0
protein,1.0177776989391096,4587.196098238843,8057.478090348399,11470.235766475771,0.3999216922502944,0.7024683933610248,4.404331577185293,0.00015313676989538836,0.9165493113126324,0.24441092890737393,0.17883770681626954
protein,0.9008501460276471,5430.128998334568,12532.310281255239,16976.14360192739,0.31986822953818894,0.7382306945042796,5.305694706095456,0.0001359508576556278,0.9474620392037374,0.3334125080821259,0.10251987028710709
protein,0.9858332024235952,4680.72898656931,10976.196778432346,14558.869526332652,0.32150360150582213,0.7539182048839493,4.9340850190334695,0.00016106854446117495,0.9469083557656387,0.328690160959366,0.13981937556398832
protein,1.0959063541690346,5812.291634803708,6529.128931175315,10687.187926570916,0.5438560334803278,0.6109304876114635,4.307481907560544,0.0001051100884121579,0.8391785357401871,0.15676638364318018,0.22860569096354108
protein,0,0,0,0,0,0,0,0,0,0,0
protein,1.079154179813159,4875.97769215122,8836.153106677231,12157.986821858265,0.40105140461124145,0.7267776512794974,4.561801529031341,0.00014905270228150944,0.9160555500947255,0.23830759271973148,0.18667657022252654
protein,0,0,0,0,0,0,0,0,0,0,0
protein,0,0,0,0,0,0,0,0,0,0,0
protein,0,0,0,0,0,0,0,0,0,0,0
protein,0,0,0,0,0,0,0,0,0,0,0
protein,1.3350420047740261,5895.998742060658,7200.8936752432,10642.984654543658,0.5539798217733559,0.6765859304484692,4.373497137987498,0.00011475340481704407,0.8325300937911858,0.1280545918764832,0.32990227406403033
protein,0,0,0,0,0,0,0,0,0,0,0
protein,0,0,0,0,0,0,0,0,0,0,0
protein,1.4716029172717227,5592.644433131481,8608.11951808214,10860.274800163716,0.5149634365648992,0.7926244663673128,4.493545543745444,0.00014172623985742998,0.8572121435218175,0.1334697719821591,0.36202913906030076
protein,0,0,0,0,0,0,0,0,0,0,0
protein,0,0,0,0,0,0,0,0,0,0,0
protein,0.8643052835283668,6107.207237063993,10988.632423034644,16419.186454587576,0.3719555322643661,0.66925559639798,5.196481611705638,0.00010958455647883354,0.9282505491611259,0.28427358619686943,0.09336926606057831
protein,0,0,0,0,0,0,0,0,0,0,0
protein,0.9916844645767615,3501.654309499569,16888.33288712216,19124.203738439246,0.18310065911195653,0.8830868525614464,5.6424297514222355,0.0002521913285859593,0.9830941707856715,0.5485771853358594,0.11402120776411133
protein,0.9823778192758017,2888.492916032963,20451.71510387064,22096.84499561328,0.1307196985183357,0.9255491047672537,6.0505477364489,0.0003204263024603144,0.9914193665746476,0.6588767454136075,0.10054110408749936
protein,0.8118732819682882,4436.5031424239905,12467.269375124404,16151.018660488011,0.27468875095027223,0.771918455250407,5.160678719468445,0.00017399254107789287,0.9615331976075394,0.39408621960616896,0.08928048629970338
protein,0,0,0,0,0,0,0,0,0,0,0
protein,0.8790428987237441,5108.078586987028,12104.782238777329,16402.72156249991,0.3114165272832025,0.7379740119744165,5.20427136344167,0.00014447193781521407,0.9502735114349292,0.3451218247549765,0.10218070143373455
protein,0.878216884649947,5536.402037561713,11265.704022435004,15633.633828373317,0.35413404831791284,0.7206068752863456,5.112125632944858,0.00013015797451077237,0.9351946726869044,0.29248385694135304,0.11135190154615714
protein,1.0099338065028194,2464.337339205204,34672.336196967284,36174.68953680961,0.06812324779450046,0.9584694890521838,7.685555462088232,0.0003889359925704443,0.9976769131887984,0.8097413513728754,0.06564976686588302
protein,1.0315280420850796,2941.796405495024,27136.70455764319,28536.35056820183,0.10308944020238803,0.9509521721352039,6.872162944275365,0.00032325560339896626,0.9946720903487533,0.7232491170279784,0.08337662673404109
protein,0.8020720577404997,4767.619493941752,12317.601791927798,16384.89692715413,0.2909764715114283,0.7517655952729406,5.192998975147729,0.00015768154237732573,0.9567302091116173,0.37224990541649794,0.08711317071826702
protein,1.0977115981123615,4811.907292304025,16675.85482486804,20024.569140420263,0.24030016618889588,0.8327697194346755,5.783332680624901,0.0001730643731990794,0.9706986299205275,0.4449580250005637,0.13357089883189086
protein,1.3064221043151243,4167.670387017284,15150.519601691049,17222.043576829226,0.24199627462472137,0.8797167150404128,5.425943576401722,0.0002110811636593958,0.9702771784741495,0.4423806982223518,0.2239200296915212
protein,1.2832158132136156,4699.348273280691,13503.927701345197,15851.951409602429,0.2964523516287104,0.8518779393409635,5.238193121712576,0.00018127576204226585,0.9550476444731998,0.35768548154735363,0.20949452068933902
protein,1.0012387097624653,4981.99056788819,9138.881227639811,13125.098966145293,0.3795773716250575,0.6962904623586093,4.681535574751873,0.00013976149751197925,0.9251599964061422,0.2680159887123083,0.15420906741300347
protein,0,0,0,0,0,0,0,0,0,0,0
protein,1.022294014287127,2538.298952704803,28839.501444441943,29935.819595715693,0.08479136322254144,0.9633777138531844,7.028588097280626,0.0003795367416539381,0.9963987277806325,0.7679920543277455,0.07603944741607575
protein,1.195683852633744,5086.0713697237225,17550.05853950718,20452.636846611724,0.24867558192460176,0.8580829294103758,5.892120851213605,0.00016871232568979608,0.9685868339774502,0.4307855905526262,0.1416037180979714
protein,0,0,0,0,0,0,0,0,0,0,0
protein,0,0,0,0,0,0,0,0,0,0,0
protein,0,0,0,0,0,0,0,0,0,0,0
protein,1.0567644496430204,3674.302485647469,17528.37669866589,19830.128931665546,0.18528888532742696,0.8839265119792475,5.749833030879564,0.00024056988106777662,0.9826840941900502,0.544332743652858,0.12572490838622438
protein,1.1631962158134421,2907.400170972201,25588.085995689085,26489.572291617642,0.10975640297115022,0.9659682577731229,6.655979249234938,0.0003322446863068438,0.9939585162404085,0.7087123033611923,0.11294071413178242
protein,0,0,0,0,0,0,0,0,0,0,0
protein,1.3514310750177656,2506.8201963176375,18261.42813732866,18651.42078314417,0.13440371248195332,0.97909045909425,5.635677088201467,0.000390570676162763,0.9909266582704638,0.6551316242613823,0.21075141006311654
protein,1.1551719893098893,4658.7642499088415,9016.12958869194,11875.619843661341,0.3922965126233369,0.7592133890598001,4.544603621854336,0.00016296454345691685,0.9198388153277552,0.24277828433404477,0.219830648105939
protein,1.316511204656514,5398.550833200144,8303.178625098986,11393.630626646036,0.47382182292048947,0.7287561706345406,4.5039432332902365,0.00013499107318816332,0.8806207356883577,0.1712629376396951,0.31537799350866347
protein,0,0,0,0,0,0,0,0,0,0,0
protein,0,0,0,0,0,0,0,0,0,0,0
protein,1.0836186019292842,4925.671436415518,17277.324437460335,20781.800244710925,0.2370185151630031,0.8313680352046259,5.885007888847971,0.0001687826819016626,0.9715051330126493,0.45057438817897766,0.12464611689884549
protein,0,0,0,0,0,0,0,0,0,0,0
protein,0,0,0,0,0,0,0,0,0,0,0
protein,0.9129111299286538,4337.841053034427,14389.119424526263,17835.668701234357,0.24321157371207602,0.8067608602491272,5.42760610983627,0.00018598211653808247,0.9699732627307288,0.44149093839580156,0.10579637740619358
protein,0.7476012601257547,6015.968787397202,13180.29133341258,18669.692761665454,0.32223180446492466,0.7059725889263544,5.523496190825654,0.00011734977588402553,0.9466607967964442,0.33696841421906065,0.07470201025088004
protein,0,0,0,0,0,0,0,0,0,0,0
protein,0,0,0,0,0,0,0,0,0,0,0
protein,1.082033321443235,3167.5588216645547,26624.539329537558,27974.64862029704,0.11322961959802164,0.9517381144233601,6.822264748702103,0.00030046422750350726,0.9935688467568251,0.6996976158679142,0.09115509484152662
protein,0,0,0,0,0,0,0,0,0,0,0
protein,0,0,0,0,0,0,0,0,0,0,0
protein,1.5968800521952744,5313.105198326805,8263.412268501332,10248.591192066397,0.518422981144937,0.8062973840636921,4.381341031337118,0.00015175633720138085,0.8551243258268335,0.13038032129497085,0.4402266308817317
protein,0,0,0,0,0,0,0,0,0,0,0
protein,0,0,0,0,0,0,0,0,0,0,0
protein,0,0,0,0,0,0,0,0,0,0,0
protein,0.8552830268725387,5631.622606196049,12194.349116025429,17023.32608700398,0.33081799510939086,0.7163317587703903,5.294612744430551,0.00012719811124812673,0.9436945767099667,0.3230359438696743,0.09705276489705685
protein,0,0,0,0,0,0,0,0,0,0,0
protein,0,0,0,0,0,0,0,0,0,0,0
protein,0,0,0,0,0,0,0,0,0,0,0
protein,1.1923622932569418,2845.3762248687344,28027.064107523158,29062.223410744416,0.097906350269704,0.9643812763878707,6.949101423174635,0.00033892926635118717,0.995195632314002,0.7363316741432678,0.10996614296431821
protein,0,0,0,0,0,0,0,0,0,0,0
protein,0,0,0,0,0,0,0,0,0,0,0
protein,0,0,0,0,0,0,0,0,0,0,0
protein,0.9123425522674419,3625.0322684123853,16357.79920499727,19001.499228318648,0.19077611849752696,0.8608688718950465,5.604471370748874,0.00023747895415895747,0.9816335734942125,0.5336940383399006,0.08820879222745069
protein,1.2246142748948,4891.37629042498,11214.25015798151,14313.632755867673,0.34172850273944805,0.7834663882503473,4.950669456056497,0.00016017299461994103,0.9397987180324598,0.29905790232654444,0.22180151912221602
protein,1.042999329734648,5609.730873707282,7882.924366209698,12005.348984886159,0.4672692881122836,0.6566176773481315,4.532551090641295,0.00011704976444158631,0.8841150447690841,0.1940041440661072,0.17412901392948596
protein,0.92960236705997,2423.8035163472646,25517.007041263143,26452.122835150305,0.09162982991771262,0.9646487429491083,6.620043667484549,0.0003979896622985592,0.9957931382919101,0.7513918237331358,0.07196109713313109
protein,0,0,0,0,0,0,0,0,0,0,0
protein,1.4556886184541549,3628.426704456451,17441.03933956937,18523.09349135278,0.19588664853148452,0.9415835075124709,5.648022302856094,0.0002595018679462406,0.980626545085897,0.5279636689567212,0.21768366729965033
protein,0.9780041825940162,3356.123530332014,18684.965018443025,20722.625313734134,0.16195455351439997,0.9016697805204908,5.869854297424408,0.0002686640620857274,0.9867982177709643,0.5913604311284588,0.10877566126586373
protein,0,0,0,0,0,0,0,0,0,0,0
protein,0,0,0,0,0,0,0,0,0,0,0
protein,0,0,0,0,0,0,0,0,0,0,0
protein,0,0,0,0,0,0,0,0,0,0,0
protein,0.9500547555145703,3908.59661551287,16185.078029391414,19118.234921786865,0.20444338253520933,0.846578049469783,5.62080617997173,0.00021659386545794736,0.978878390474303,0.5081362461961823,0.0992257045396793
protein,1.1223589328422283,2241.744730227466,32893.99303519099,33545.29904158917,0.06682738846501772,0.9805842837891923,7.4388882580913895,0.00043742013556097184,0.9977645514603862,0.8140184511056118,0.08165063679451091
protein,0,0,0,0,0,0,0,0,0,0,0
protein,0,0,0,0,0,0,0,0,0,0,0
protein,1.2503959374023903,5604.822231338098,7989.32301163325,11359.283939512985,0.4934133402407404,0.7033298097112081,4.483887749866662,0.00012548655080953295,0.8697949618573767,0.16109983761931063,0.26530975182882643
protein,0,0,0,0,0,0,0,0,0,0,0
protein,1.198592188363683,2581.5236941528105,23931.106182124917,24718.591356602996,0.10443652135797037,0.9681419882258897,6.424760873125371,0.00037502734932038224,0.9945315545555335,0.7212229340125783,0.12779172422919577
protein,0,0,0,0,0,0,0,0,0,0,0
protein,0,0,0,0,0,0,0,0,0,0,0
protein,0,0,0,0,0,0,0,0,0,0,0
protein,1.0405431483688807,4933.446210212309,11832.579112716548,15433.284800869538,0.31966274671056094,0.7666922023009567,5.093459968788022,0.00015540702576505083,0.947531386480395,0.329495478622804,0.16163051744978094
protein,0.8227617293660664,5441.995130117877,10830.053809083567,15265.448094009598,0.356491017925206,0.7094487985146961,5.040843624522415,0.00013036557026454543,0.9342987499395738,0.2919809452317351,0.09942898783640794
protein,0.8805813086462261,5782.30390313365,12235.965743299712,16956.16240893076,0.34101489262028584,0.721623528261033,5.304109975852642,0.00012479861666730416,0.9400578934359175,0.3086714187850333,0.1002493122038431
protein,1.1344356041088677,5631.932856968863,9595.562366718576,13635.265910980876,0.41304165930737763,0.7037312238253447,4.822348041749044,0.00012495376661931596,0.9107121321672442,0.23067491224444328,0.21118978052619447
protein,0,0,0,0,0,0,0,0,0,0,0
protein,0.8781673277685668,5660.979982382666,12809.205176942789,17578.653950938984,0.3220371706606283,0.728679523056347,5.389335936453085,0.00012871967845214867,0.9467270254476193,0.33223946842747654,0.0934371314352543
protein,0.8535730100863933,4332.7724552497075,19780.52801003332,23212.382713111063,0.18665780711957783,0.8521541392155607,6.175015609626722,0.0001966764117010269,0.9824249910508743,0.5418984370876712,0.07050705476827328
protein,0.8598936801925278,5330.869514919939,16007.52184525438,20560.80996113102,0.2592733226462201,0.7785452944468453,5.810218783640089,0.0001460447103925292,0.9658039884800587,0.4177333266559079,0.0765689465061084
protein,0,0,0,0,0,0,0,0,0,0,0
protein,0,0,0,0,0,0,0,0,0,0,0
protein,0.9326856105324628,4819.337725195731,8358.290573959366,12248.011065307766,0.3934792105835374,0.6824202337336263,4.522443253501425,0.00014160041745277577,0.919333514475871,0.2562846838672117,0.13920432529682691
protein,1.2060438920012897,4185.421341732477,19570.396925790017,21639.295484806735,0.19341763435279688,0.9043915935031562,6.042848958390089,0.0002160813738118897,0.9811165163839449,0.5295396786529001,0.14335451937657168
protein,0,0,0,0,0,0,0,0,0,0,0
protein,0,0,0,0,0,0,0,0,0,0,0
protein,1.2464789794947426,5331.361008773716,7921.0089948146215,11227.033939563471,0.47486816531179116,0.7055299767912349,4.441094691772716,0.00013233580986734118,0.8800569445061003,0.17487127190628898,0.2589392963161131
protein,1.019159697535665,2474.3514142550043,24544.43281461827,25243.25664914387,0.09802029304879419,0.9723164152613684,6.483811307017368,0.00039295809385027087,0.9951844161514127,0.7366398340097497,0.09436327239127903
protein,0.997633917576906,1543.9887432518526,43777.92724074259,44122.82669500591,0.03499296982771529,0.9921831967691599,8.48920504050488,0.0006426103824303056,0.9993875584890162,0.8991548035330034,0.060445167972647144
protein,0,0,0,0,0,0,0,0,0,0,0
protein,0.9793256310470104,6704.884531569024,14643.310892860205,19835.104252717454,0.3380312221273271,0.7382522776936773,5.760367398958187,0.00011010663557555962,0.9411348962115398,0.3093939552479222,0.10918733866574082
protein,1.1665317458594604,4554.5860150719645,8838.084509879538,11700.891667842785,0.3892511907950741,0.7553342737262482,4.503781893719935,0.00016584037961446063,0.9211316466524297,0.24651525435107122,0.23748444313572295
protein,0.8185207649993502,5491.454311735006,13021.455121779676,17757.331061838413,0.3092499820277877,0.7333002395705499,5.405860462541707,0.0001335347975132049,0.9509807824639849,0.3490321091217899,0.08243751672308759
protein,0.8309310746863552,5619.65484403874,12061.250693308031,16823.976733884872,0.3340265463349276,0.7169084268296496,5.272661473533062,0.00012757161190960636,0.9425636669973866,0.3186907992122369,0.09342325082474696
protein,0,0,0,0,0,0,0,0,0,0,0
protein,1.1630267244262422,3141.401017040696,17845.72752483682,19213.153656453505,0.16350262290155218,0.9288286474949738,5.691204151525247,0.00029567337708764137,0.9865428993735208,0.5895666157876767,0.15175360452891823
protein,0,0,0,0,0,0,0,0,0,0,0
protein,0,0,0,0,0,0,0,0,0,0,0
protein,0,0,0,0,0,0,0,0,0,0,0
protein,1.0572770847781972,4521.396446987815,8304.730480429947,11271.119888861209,0.4011488203098725,0.7368150247995477,4.406292535317472,0.00016296182682463487,0.9160128950860887,0.23652327578515644,0.19709537152145618
protein,0.8866432423124564,2360.3539340265884,31934.54929147127,33416.940413498305,0.07063345431448166,0.955639531815778,7.386214797670955,0.00040487128563195093,0.9975023384090907,0.8032212613906429,0.058481441828719616
protein,0,0,0,0,0,0,0,0,0,0,0
protein,0,0,0,0,0,0,0,0,0,0,0
protein,0,0,0,0,0,0,0,0,0,0,0
protein,1.5329863322560229,3568.3158545840715,22732.91656723921,22929.856213408566,0.15561876277695308,0.991411213208821,6.298096830317705,0.0002778372917675421,0.9878171899049796,0.612443721379938,0.2104637377190352
protein,0,0,0,0,0,0,0,0,0,0,0
protein,0,0,0,0,0,0,0,0,0,0,0
protein,1.181314656621509,5063.956107823014,8122.221459619156,11492.34067254612,0.4406374864887379,0.7067508431091161,4.455502839770888,0.000139564962266813,0.8976851371727659,0.20371703759020374,0.23446377029540752
protein,1.047809033126773,4918.931146386277,12440.626641411674,16223.545529599121,0.3031970500783513,0.7668253908317585,5.201756595959772,0.00015589268644166965,0.9529278822784996,0.35232543171574465,0.14720788370205476
protein,0,0,0,0,0,0,0,0,0,0,0
protein,0,0,0,0,0,0,0,0,0,0,0
protein,0,0,0,0,0,0,0,0,0,0,0
protein,0.8797666221528182,3090.746466345496,23925.20702890803,26162.465539120254,0.1181366665050723,0.9144859452612792,6.54571850361001,0.0002958786672471938,0.9929973454280073,0.6869897051227921,0.06378302620020683
protein,0,0,0,0,0,0,0,0,0,0,0
protein,0,0,0,0,0,0,0,0,0,0,0
protein,1.2058431791288384,3663.996487904719,16298.540111362534,17986.43266713068,0.20370890413419732,0.9061574584018159,5.525062269559286,0.0002473139538733587,0.9790315022390467,0.5105293481011767,0.1771046487590504
protein,1.0317095828233787,6285.137729417513,10532.462000498706,15350.404080472057,0.4094444482678551,0.6861358140987003,5.086853620875448,0.00010916798384341679,0.9123350501776372,0.23856535187066996,0.14736478822943527
protein,0,0,0,0,0,0,0,0,0,0,0
protein,0,0,0,0,0,0,0,0,0,0,0
protein,0.9069959222078896,5713.048681528401,7251.611272093281,12030.723589901823,0.47487157682882336,0.6027576993107908,4.4876555614822795,0.00010550543727373527,0.8800551036839153,0.20846131914575508,0.14536069389418127
protein,1.1395298205741546,2501.0177433099034,26967.249782205847,27888.000436053168,0.08968078400044154,0.9669839845291673,6.792468410318981,0.0003866361952512335,0.9959705602983786,0.7562558893088688,0.09879130223365225
protein,0,0,0,0,0,0,0,0,0,0,0
protein,0,0,0,0,0,0,0,0,0,0,0
protein,1.333126555087149,4988.211429491566,14819.083718199685,17167.00180057835,0.2905697504688044,0.8632307429303372,5.4580759690399345,0.0001730541608213916,0.956853813344806,0.3664427683588791,0.21105844186776124
protein,1.194851255032386,3862.991248835399,14568.950064859211,16797.771312792807,0.22997046315861147,0.8673144665187711,5.327754003041752,0.00022451887945131794,0.973197608954427,0.46230954157115955,0.1934733227871761
protein,1.075644064592837,5214.444479163066,11703.19546517606,15351.353475915426,0.33967327293609334,0.7623559371189699,5.098968429365399,0.00014620079668416192,0.9405434958856939,0.30379660556079696,0.16267748354637188
protein,1.2242057349143933,3262.590164390972,20904.406281278814,22224.44003712298,0.1468019063221052,0.9406044087662401,6.113761939517303,0.0002882998971284592,0.9891659114123352,0.6249779149842617,0.1550355363342411
protein,0,0,0,0,0,0,0,0,0,0,0
protein,1.179748928017711,4417.307681756606,8520.06004608505,11313.937071237777,0.3904306391261676,0.7530588151974695,4.416769547679433,0.00017047914011233308,0.9206323457447779,0.24553190708035916,0.25403816966823617
protein,1.2614416702907865,2907.9716179197285,20740.012743535837,21652.68513218781,0.1343007391539113,0.9578494591742233,6.0365596301658275,0.00032938748551453835,0.9909406195442354,0.6531479004042032,0.16096075828455267
protein,0,0,0,0,0,0,0,0,0,0,0
protein,0,0,0,0,0,0,0,0,0,0,0
protein,0,0,0,0,0,0,0,0,0,0,0
protein,0,0,0,0,0,0,0,0,0,0,0
protein,0,0,0,0,0,0,0,0,0,0,0
protein,1.0298680667006632,5735.108410340724,11049.575293012953,15409.565162789782,0.3721784716021427,0.7170595131194807,5.093059644584337,0.00012502980969402114,0.9281611849651401,0.27178447916957804,0.15969281122978302
protein,1.286484754595849,3290.457264048372,25007.361938307316,25584.397507260124,0.12861187225982687,0.9774458019271682,6.5888912703014455,0.0002970547019731173,0.9916950067000548,0.6675017627340373,0.1440175900446904
protein,1.009237830634553,2292.17893037341,34889.27487871048,35926.09570646039,0.06380261715890324,0.9711401752024095,7.674864686779721,0.000423675552695271,0.9979625373949035,0.8213296738053445,0.0669022621767483
protein,0,0,0,0,0,0,0,0,0,0,0
protein,0,0,0,0,0,0,0,0,0,0,0
protein,0,0,0,0,0,0,0,0,0,0,0
protein,1.5001611170386178,5854.872353091182,21478.807148100128,22999.190728763388,0.2545686247024738,0.9338940400732523,6.3681819305738046,0.00015950715639089668,0.9670547116461876,0.4265785277151104,0.25447585478895624
protein,0.8607196961288986,5210.577651482285,12638.539863195487,17151.913646748904,0.303789872010575,0.7368588790435687,5.310434216970306,0.0001414159673513262,0.95273905853796,0.3561270495257909,0.09889272465138912
protein,1.1223163990584932,2019.7843473343635,23349.286655499036,24187.42837533336,0.08350554329265383,0.9653480433377088,6.318877325893353,0.0004779460958848104,0.9965073126873675,0.7712652575296967,0.10700594866554487
protein,0.9940307492897115,3088.4991034953878,40269.19033875463,42201.59569797368,0.07318441524341893,0.9542101352506007,8.302773440964293,0.0003089559372611376,0.9973184252611996,0.7966711634354317,0.05937571319872821
protein,0,0,0,0,0,0,0,0,0,0,0
protein,0,0,0,0,0,0,0,0,0,0,0
protein,1.2498662932845284,3179.674324828071,20980.533222904098,22351.42756920918,0.14225822109046485,0.9386663629398958,6.121677090489973,0.00029520833489469106,0.9898295805501959,0.6344897476997312,0.14070906193562338
protein,1.169719760840922,4734.4735422276135,7918.550020524471,11045.02104587657,0.42865228799135074,0.7169339005905015,4.369642130116177,0.00015142843110137598,0.9034695434821143,0.21273667784442166,0.23453921831736538
protein,1.0308482668893502,2621.5234492578406,20134.354984573354,21153.70825576115,0.12392737091587129,0.9518120766882479,5.943152296137815,0.00036307593470419195,0.9922912912738275,0.6754800074150302,0.11714733622309675
protein,0,0,0,0,0,0,0,0,0,0,0
protein,0,0,0,0,0,0,0,0,0,0,0
protein,0,0,0,0,0,0,0,0,0,0,0
protein,0,0,0,0,0,0,0,0,0,0,0
