pdb,PBF,PMI1,PMI2,PMI3,NPR1,NPR2,RadiusOfGyration,InertialShapeFactor,Eccentricity,Asphericity,SpherocityIndex
protein,0.9655401340737683,5719.255221617952,16786.90609050797,20988.10440094469,0.27249984621576995,0.7998295496258528,5.919780658643495,0.0001398485499654944,0.9621558261593502,0.39464040318012344,0.09936659045888027
protein,0.8139105744850148,5472.012512390599,13870.86787629496,18656.555792048184,0.29330239586466894,0.743484919237184,5.5332232121610865,0.00013587047134005402,0.9560197197652595,0.3701990211191566,0.07998463799079508
protein,0,0,0,0,0,0,0,0,0,0,0
protein,0,0,0,0,0,0,0,0,0,0,0
protein,1.3207774892236817,5123.222702490435,7539.20973813239,10431.317761720005,0.4911385904944069,0.7227475866758813,4.313569956335378,0.00014107284196811289,0.8710814456336257,0.1589179185634971,0.3013615614236402
protein,0,0,0,0,0,0,0,0,0,0,0
protein,0.835538811505439,5917.660737787565,12504.36460894769,17533.046543865996,0.337514688219309,0.713188354212314,5.377956257811695,0.00012051862819005634,0.9413202617792855,0.31496699197536326,0.08638479456111467
protein,0.8749207377066816,5081.589235442315,12012.592841987724,16064.93156268312,0.31631564788276023,0.7477525064527206,5.1646231947285175,0.00014714934084742766,0.9486539995722938,0.3366794985802761,0.10847484452868378
protein,0,0,0,0,0,0,0,0,0,0,0
protein,0,0,0,0,0,0,0,0,0,0,0
protein,1.3311268324162027,5183.703153150844,7846.892777717693,10736.837471569681,0.4827960902711707,0.7308383682341901,4.376034694940048,0.00014098769675689472,0.8757327989854392,0.16386052897449593,0.3335979411655162
protein,0,0,0,0,0,0,0,0,0,0,0
protein,0,0,0,0,0,0,0,0,0,0,0
protein,0,0,0,0,0,0,0,0,0,0,0
protein,0,0,0,0,0,0,0,0,0,0,0
protein,0,0,0,0,0,0,0,0,0,0,0
protein,0.9665464873237342,5176.306922405472,8041.142027781371,12139.801381894134,0.4263914012733072,0.6623783845240092,4.520023500678598,0.00012796350650246926,0.9045387625304875,0.22860861681643702,0.14694222970848336
protein,0,0,0,0,0,0,0,0,0,0,0
protein,0.9350717147333142,3667.8701062874384,21541.420923410267,24260.7930018438,0.1511850872314307,0.8879108329959841,6.308244370986973,0.00024207804727706503,0.9885054726195625,0.6136808615613272,0.07890518908832912
protein,1.007417752170227,3434.291694202725,28005.501967036067,30298.27091111731,0.11334942856236012,0.9243267396081022,7.052873900499119,0.0002691462525353968,0.9935551857066554,0.6982256884101369,0.07953952578920971
protein,0,0,0,0,0,0,0,0,0,0,0
protein,1.4426187602728304,5518.547504953985,16845.405568353806,19014.04170034235,0.29023537404225963,0.8859455466562116,5.773967485902943,0.00016053962493951546,0.9569552903111772,0.3681116554157373,0.2375580044404644
protein,0,0,0,0,0,0,0,0,0,0,0
protein,0,0,0,0,0,0,0,0,0,0,0
protein,0,0,0,0,0,0,0,0,0,0,0
protein,1.4865773709411296,3978.03710962578,14359.187184683653,15368.395464892876,0.25884531138680644,0.9343322285976678,5.207009180099906,0.00023487267786839774,0.9659187878766347,0.4199165420111085,0.2965181387345088
protein,0,0,0,0,0,0,0,0,0,0,0
protein,0,0,0,0,0,0,0,0,0,0,0
protein,1.148112051450925,4153.400196492406,18780.97335495876,21100.561381820975,0.19683837417097044,0.8900698429350493,5.956460871939706,0.00021429908047067636,0.9804359512246219,0.5224682161975583,0.1465587654058708
protein,1.0152369868616005,4572.330523108138,9063.711765489896,12133.764416820544,0.37682703949400087,0.7469826719995685,4.564064494965339,0.00016337022623897962,0.9262836403101302,0.26133184985723756,0.16762446186773433
protein,0.8310634108884669,5560.158239730188,11550.492023939332,16272.962421791206,0.3416807644245864,0.7097965155054995,5.186283824788179,0.00012765761061144602,0.9398160752095223,0.31037297082866433,0.09824728606778312
protein,1.1941482276968394,4349.8387773576,29260.125614405842,31708.812071617704,0.13718075491232623,0.9227758374649532,7.254519197056454,0.00021214023891375408,0.9905460314804578,0.644564940570244,0.11591056488428074
protein,1.0497156042879983,4731.029930986219,8021.1217732114355,11241.90871385776,0.4208386717421338,0.7135017706845368,4.396848360270231,0.00015081320158458645,0.907135498349787,0.22090695053593776,0.19612998160222478
protein,1.1455860372993432,5126.999236307309,17188.81547885486,20531.22963356148,0.24971710549310855,0.8372034108837336,5.875570589505569,0.00016329306330982105,0.9683188355206893,0.42916941529445407,0.15284453153018696
protein,0,0,0,0,0,0,0,0,0,0,0
protein,0,0,0,0,0,0,0,0,0,0,0
protein,0,0,0,0,0,0,0,0,0,0,0
protein,0,0,0,0,0,0,0,0,0,0,0
protein,1.0384600311639804,4405.238849124331,17031.08153719925,19932.7941518561,0.2210045824766682,0.8544251953564349,5.773347869818716,0.00019395661044037982,0.9752727692929367,0.47789639376657195,0.11712734000926348
protein,0.8338296714272245,5404.888986443326,11406.74353924819,15998.778694291848,0.33783134886238025,0.7129758937985663,5.141566420346319,0.00013191314300568796,0.941206661539231,0.31460457565716166,0.09504349862956009
protein,0.9501435460212343,2656.444024958058,30982.133022177208,32670.233210043913,0.0813108375406815,0.94832910505984,7.309290648100712,0.00035699193965693025,0.9966887917993424,0.7760185829876314,0.06186257120008132
protein,1.232643700803714,5051.948376060438,28306.401331723777,31664.192554012763,0.15954767731540373,0.8939562025287312,7.238050128425393,0.00017695275881378814,0.9871902241530047,0.5961572616462514,0.11553588449715436
protein,1.427459274888965,4715.710591555622,13610.401041235944,15376.99412091825,0.3066731088321454,0.8851145376144025,5.211042021709254,0.00018769483844054567,0.9518149002401818,0.3449237610064739,0.28753046597369364
protein,0,0,0,0,0,0,0,0,0,0,0
protein,0,0,0,0,0,0,0,0,0,0,0
protein,1.336949334663675,2779.1288354620237,27052.77568347749,27708.367855513916,0.10029926157880793,0.9763395601121282,6.808878278830865,0.0003513113705467397,0.9949573147259866,0.7315913674163723,0.13639656590893903
protein,0.7993956356529985,4915.082683341347,13705.35611199233,18040.338396906336,0.2724495835501741,0.7597061546441172,5.4348861078856325,0.00015456630205204556,0.9621700600327038,0.3993017908227286,0.08099877173322778
protein,0.762819260224225,6168.580173521733,12466.827410562146,18112.33308362245,0.34057347250860204,0.6883059931044948,5.450188383558783,0.00011158256417887016,0.9402179055003326,0.31722963588057884,0.0745189981552219
protein,1.447192989719725,3944.8419907902785,21457.826758886775,21709.850683351673,0.18170746765270956,0.9883912640330519,6.161093200930057,0.0002505528146223787,0.9833526306464225,0.5607917040030858,0.2302569615711083
protein,1.015407468747049,6582.060078468868,13009.609246433525,18094.23996483754,0.3637654906345753,0.718991749402851,5.510349089554758,0.00010923506331320275,0.9314905623909383,0.28121847685421036,0.1277940331188614
protein,1.3471637071936768,4079.8360157479283,15820.318283897675,17269.61735612657,0.23624356762604037,0.9160781016543634,5.47248475394481,0.00022453797116314366,0.9716938698763724,0.4544174264910033,0.2423263828888602
protein,1.2621221522240815,2627.0386973421573,22911.614865257838,23476.378649571285,0.11190135993952079,0.9759433176324339,6.284261664951839,0.00037149940677304105,0.9937193193471112,0.7046720858277722,0.1539755605517787
protein,1.0526028751670065,5390.260516625151,13144.203696053688,16793.465451067965,0.32097368660036524,0.7826975161471389,5.330847739625583,0.0001452058789613358,0.9470881123264985,0.32606349493626324,0.15611306048630966
protein,0.9608804810806528,5700.4439322824,11899.517548797447,16579.076346900303,0.3438336257706045,0.7177430937533642,5.247706413452021,0.000125910034776184,0.9390305840543426,0.30589011113994896,0.1179631314828402
protein,0.9419406572256048,2890.9424324567567,23540.34197665681,25153.373259024476,0.11493259383886216,0.9358721684858334,6.441654998185817,0.00032372563285202406,0.9933732928126622,0.6949443232070197,0.08098864563331126
protein,0,0,0,0,0,0,0,0,0,0,0
protein,0,0,0,0,0,0,0,0,0,0,0
protein,1.2673667731793863,3060.5461409977083,24145.635365928727,24807.602307181613,0.12337129977739539,0.9733159644750814,6.473644372515964,0.0003180203531118109,0.9923605808330135,0.678599987491671,0.13956821231712774
protein,1.1104346279734636,3726.261696637477,20637.927755066234,22770.339888644743,0.16364541394025098,0.9063513261546915,6.157533342798274,0.0002432334065459142,0.9865192235817424,0.5880534472020444,0.12391211036697693
protein,0.8560369775328812,5386.657442538045,11996.942853506684,16491.179155942078,0.32663870737206396,0.7274763520584253,5.224296920955923,0.00013505153424340612,0.9451492764882736,0.32628204658416554,0.10187171036769746
protein,1.1579571868818312,5398.593659543881,8143.326801445509,11576.588375641546,0.4663371871200961,0.703430625431927,4.498694902591598,0.00013029886481424107,0.8846070471734423,0.18223130753051972,0.2296289847947749
protein,1.2984793469470122,4038.0071007754623,20061.572102930615,21822.551130904205,0.1850382696575288,0.9193046212878492,6.082759241006919,0.00022766295312143088,0.98273131565151,0.5464095214280349,0.1744904147567796
protein,1.3250194920144782,4596.883474431028,12568.133860644508,14099.30629696982,0.3260361451555227,0.8914008672430652,5.014893374955264,0.0001939141751582896,0.9453573039079599,0.3195664101904909,0.27723362162439613
protein,0,0,0,0,0,0,0,0,0,0,0
protein,0,0,0,0,0,0,0,0,0,0,0
protein,0.9130903033596095,5065.435631117623,12014.373717548078,16120.648712871965,0.3142203345125305,0.7452785512257257,5.172037339219328,0.0001471301987626461,0.9493500836776881,0.33996552663524054,0.1115588686912067
protein,1.2932785731683238,3991.489519968785,13751.685506185064,15474.888785737225,0.25793332509424105,0.8886451913541124,5.1734084879184365,0.00022263498047742888,0.9661627191140364,0.417058223854101,0.2313376570753823
protein,0,0,0,0,0,0,0,0,0,0,0
protein,0,0,0,0,0,0,0,0,0,0,0
protein,0.9010175040116873,2667.0376585871813,36027.19137031966,37917.99453389499,0.07033699148310994,0.9501344101443674,7.856672448726651,0.0003562508414851874,0.9975232867603167,0.8038613043513841,0.0466972598874305
protein,0.8384044118451283,5728.040263165079,11415.849785021675,16248.540640581461,0.3525264446739937,0.7025769290634063,5.195414581462539,0.0001226557246081911,0.9358018517856831,0.29843746130996945,0.09379313770400523
protein,1.167781456681823,4550.171369513471,7411.295544546687,10530.098665416053,0.43211099098791683,0.7038201426248327,4.263890426133006,0.00015467991982466561,0.9018204319416591,0.21219854709415198,0.2597205297614686
protein,0,0,0,0,0,0,0,0,0,0,0
protein,0.8524601475603155,5463.75650727454,12351.791818886524,16903.27319808898,0.32323659703330426,0.7307337267839327,5.284691895669955,0.00013374200072990462,0.9463181823986735,0.33022087601175076,0.09633875522492183
protein,0,0,0,0,0,0,0,0,0,0,0
protein,1.1042771935659987,6013.200332770395,7357.727893640066,11626.613762234725,0.5171927489586281,0.6328349805116305,4.495156802113382,0.00010524096080132945,0.8558689504968722,0.16496540135523954,0.20583268678052252
protein,0,0,0,0,0,0,0,0,0,0,0
protein,0,0,0,0,0,0,0,0,0,0,0
protein,1.5067481413865,5712.341287570215,8110.203003121168,9931.606978526845,0.5751678756439803,0.8166053107675586,4.381935202838248,0.00014295457320529032,0.8180353994951508,0.09523790587692005,0.4095841155088155
protein,0,0,0,0,0,0,0,0,0,0,0
protein,0,0,0,0,0,0,0,0,0,0,0
protein,1.0483780351476346,4826.734562705896,7947.20318741486,11624.472038938387,0.41522183085286174,0.6836614308842747,4.440960935744427,0.0001416405692093849,0.9097201938965616,0.23339801550506567,0.19226144654807586
protein,0,0,0,0,0,0,0,0,0,0,0
protein,0,0,0,0,0,0,0,0,0,0,0
protein,1.0102415653356103,4370.9823744275545,9568.120844099982,12627.770050850884,0.3461404790256716,0.7577047099820496,4.634110810087871,0.00017334883673176158,0.9381826947774503,0.29624944359319044,0.16539199254245057
protein,1.430896007578673,4222.38346093341,10119.16644572803,11299.009240449303,0.3736950179505746,0.895579977888897,4.545203784319273,0.00021210294758281336,0.9275516339045066,0.2623598731798829,0.3394355715343954
protein,0.8655850343319986,4854.896906861837,12734.98234860682,16795.84520023242,0.28905344440746905,0.7582221791631298,5.259279772598899,0.00015617678268131096,0.957312961510591,0.37411486198996696,0.09588670235632664
protein,1.0391435334320989,5387.032384062298,18459.267948772816,22108.411346839257,0.24366438182960887,0.8349432104904208,6.079980797547985,0.00015499131079304928,0.969859613051082,0.43924263892881227,0.11788904466105739
protein,1.0684335923759838,5315.351622408596,7401.9491295401995,11068.106707452118,0.48024036656872743,0.6687638026254745,4.384817174363933,0.00012581741531568353,0.8771369279182892,0.179899908689944,0.2123470631123901
protein,0.9187552272498706,3019.8758785630175,39558.98630027904,41432.9543436172,0.07288584476786732,0.9547710735807848,8.227346748022088,0.00031616235632674566,0.9973402897870287,0.7974465284473009,0.05336065297845772
protein,1.3054315629252704,3121.489099998799,27510.782145281224,28333.718474838945,0.11016870598085315,0.9709555831759779,6.892716401485018,0.0003110552534610329,0.993912901728569,0.7081826968891244,0.1322596290450672
protein,1.2897018358534542,3845.6735065803978,15281.445901650977,16582.673710176317,0.23190913442507266,0.9215308802870062,5.359581160705815,0.0002396279556000162,0.9727374534632732,0.4622078503829175,0.22826938339199912
protein,1.133953031458251,2583.079025233243,30155.600976442733,30852.03898394676,0.08372474268482859,0.9774265160281171,7.157914086631491,0.00037839590135646696,0.9964889198894081,0.7714877005228631,0.10843804955297062
protein,1.0723890948549997,5211.030820597799,10636.048070672026,14514.644355689066,0.3590188428251304,0.7327804808736625,4.94598531299931,0.00014062102223175862,0.9333303115706166,0.2842843987347546,0.159993761101655
protein,1.0538687116267564,5237.648554660807,8112.698263953938,12126.059892728319,0.43193325787560133,0.6690300341349057,4.526955980784989,0.0001277348083119396,0.901905571964698,0.2213188261501403,0.17592747590566335
protein,0,0,0,0,0,0,0,0,0,0,0
protein,0,0,0,0,0,0,0,0,0,0,0
protein,0,0,0,0,0,0,0,0,0,0,0
protein,0,0,0,0,0,0,0,0,0,0,0
protein,0.958748946126091,6046.213891703503,12019.468668936688,16620.437532754557,0.3637818727568386,0.7231740226603207,5.282202500984275,0.00011960774719740663,0.9314841646821094,0.2803742297288339,0.12328972812122034
protein,0.9157377175807634,4508.643669164523,9970.909079889852,13444.99739586865,0.3353398692773217,0.741607364160122,4.739475445024844,0.00016448568983885698,0.9420972200750137,0.31230340037705084,0.13015411322952158
protein,1.3598206536584383,5138.947814471655,8189.184074162589,10830.622832522628,0.4744831293580104,0.7561138635140889,4.419096288496193,0.00014713398361135654,0.8802645965586879,0.16680094451229419,0.3178606997876093
protein,1.074606000971425,5773.096343283523,11942.713102906837,15909.03942677954,0.3628815158736563,0.7506872528585087,5.200766496923481,0.00013003199812036144,0.9318352887915532,0.27689552503373605,0.1606045101417901
protein,1.307515560840517,2622.0148559639715,26758.185114695912,27284.960459426304,0.09609744019468161,0.9806935639319059,6.756902855766868,0.000374022886140879,0.9953719314849248,0.7418967293354217,0.1372882940596143
protein,0,0,0,0,0,0,0,0,0,0,0
protein,0,0,0,0,0,0,0,0,0,0,0
protein,0,0,0,0,0,0,0,0,0,0,0
protein,0,0,0,0,0,0,0,0,0,0,0
protein,0.8682394928769497,5036.97736363047,8246.156405170403,12482.053671757767,0.4035375504775525,0.6606409988308558,4.563655419960694,0.00013115822270733611,0.9149630841485227,0.25207942109213793,0.11376041895308633
protein,0,0,0,0,0,0,0,0,0,0,0
protein,0,0,0,0,0,0,0,0,0,0,0
protein,0.9162740391090656,5719.0742261840405,10898.317973374551,15766.789919943103,0.3627291449447231,0.6912198379449125,5.116378424979614,0.00012086219038393522,0.9318946117494564,0.28888735326899373,0.1094548781522985
protein,0,0,0,0,0,0,0,0,0,0,0
protein,0,0,0,0,0,0,0,0,0,0,0
protein,0.942636832343049,3309.178105075264,26572.093657577127,28327.20052462724,0.116819807244924,0.9380416407359333,6.848299011787577,0.00028346665273085945,0.9931531264791239,0.6907124854945373,0.073381862996976
protein,0,0,0,0,0,0,0,0,0,0,0
protein,1.4577516625447886,5914.8627834939925,7911.3872974028345,10878.931766162528,0.5436988585489053,0.727220968699349,4.461528188260394,0.00012294807087135325,0.8392803769972328,0.12266619443450558,0.348029639541826
protein,0,0,0,0,0,0,0,0,0,0,0
protein,0,0,0,0,0,0,0,0,0,0,0
protein,1.068775262012415,4530.688877503946,8429.333384492944,11341.91062353423,0.3994643431683248,0.7432022402823605,4.424966858577697,0.00016403735952220285,0.9167487324982233,0.23730843952432806,0.195922313117561
protein,0,0,0,0,0,0,0,0,0,0,0
protein,0,0,0,0,0,0,0,0,0,0,0
protein,0.9286524783209229,4282.253873106572,20669.89215702914,24031.694743418342,0.17819192191093267,0.8601096334535493,6.2822618054460895,0.00020085442361444594,0.9839957514977837,0.5583830702433349,0.0853385000966172
protein,1.210417998919013,5704.388681811864,6323.260358384855,10164.765297783228,0.5611923654603123,0.6220763759064715,4.225124015945615,0.00010905224216048398,0.8276854045765574,0.14227366667194044,0.2791360996241159
protein,0,0,0,0,0,0,0,0,0,0,0
protein,0,0,0,0,0,0,0,0,0,0,0
protein,0,0,0,0,0,0,0,0,0,0,0
protein,1.2190347468133151,4827.905047243657,8503.786400484345,11383.173960717615,0.424126439945867,0.7470487958657404,4.46240248357268,0.00015473560241045851,0.9056029830664456,0.21208880561005367,0.24673055944265704
protein,0,0,0,0,0,0,0,0,0,0,0
protein,0.9851089733731173,5749.778252466828,11649.69037998248,15644.408783191539,0.3675292772101704,0.7446552018315316,5.155641204739723,0.00012951024702770965,0.9300119517475943,0.2723156816575246,0.14307656469538835
protein,1.1938576814561273,2784.7690413688683,36738.90439531816,37314.51757510974,0.07462964074943365,0.9845740152305885,7.868250529721938,0.00035355679433530894,0.9972113199927136,0.794537746154469,0.10112588197592877
protein,0.8375674871417604,5967.991965976639,12091.97959857324,17168.26772636301,0.3476175966671578,0.704321472107824,5.336317498043935,0.00011801649132960327,0.9376363935382143,0.3041316948786663,0.09586293539951415
protein,0,0,0,0,0,0,0,0,0,0,0
protein,0,0,0,0,0,0,0,0,0,0,0
protein,0,0,0,0,0,0,0,0,0,0,0
protein,0,0,0,0,0,0,0,0,0,0,0
protein,0,0,0,0,0,0,0,0,0,0,0
protein,1.3549253681422442,3592.354490977112,21094.158904289183,22276.419009811474,0.16126265578838717,0.9469277308439218,6.151304376700344,0.00026359529195192524,0.9869115238196767,0.5956019905010007,0.17464496161758358
protein,0.9504718374759749,4815.836326312376,8509.168882757936,12170.515364670904,0.39569699244552886,0.6991625767515744,4.53233033709968,0.00014517988764102026,0.9183811246805778,0.2496454610714233,0.154858292385609
protein,0,0,0,0,0,0,0,0,0,0,0
protein,0,0,0,0,0,0,0,0,0,0,0
protein,0,0,0,0,0,0,0,0,0,0,0
protein,0,0,0,0,0,0,0,0,0,0,0
protein,0,0,0,0,0,0,0,0,0,0,0
protein,0,0,0,0,0,0,0,0,0,0,0
protein,0.881454244262364,4524.2413129363995,8715.589322788966,12379.112803208282,0.36547379322400686,0.7040560548515364,4.54328751343793,0.00015561859020171893,0.9308216297800862,0.28244258659221494,0.13647362874875746
protein,0,0,0,0,0,0,0,0,0,0,0
protein,0,0,0,0,0,0,0,0,0,0,0
protein,0,0,0,0,0,0,0,0,0,0,0
protein,0,0,0,0,0,0,0,0,0,0,0
protein,0.991891005762943,3211.4988813300774,21498.17048717602,23672.356623903044,0.1356645192683217,0.9081550615652837,6.243550646549674,0.00028278230668078616,0.9907548325452141,0.6474449134770757,0.0872473706029177
protein,0.9630534956118636,4779.906452773812,8774.61796588386,12595.763798519902,0.37948524037386977,0.6966324635997814,4.586436919398129,0.00014574186136959245,0.925197790928181,0.268035876067689,0.14946443761920597
protein,1.2992683078587282,5550.828885055807,7362.081585135555,10583.911285825969,0.5244591281192528,0.6955917700288072,4.3510510114100684,0.0001253131351069947,0.8514356246554364,0.14125229754114452,0.31290662922829904
protein,0,0,0,0,0,0,0,0,0,0,0
protein,0,0,0,0,0,0,0,0,0,0,0
protein,0,0,0,0,0,0,0,0,0,0,0
protein,0,0,0,0,0,0,0,0,0,0,0
protein,0,0,0,0,0,0,0,0,0,0,0
protein,0,0,0,0,0,0,0,0,0,0,0
protein,0,0,0,0,0,0,0,0,0,0,0
protein,0,0,0,0,0,0,0,0,0,0,0
protein,0,0,0,0,0,0,0,0,0,0,0
protein,1.0158020863537651,5575.273827707946,11742.008544480983,16311.317654075021,0.3418040127687102,0.7198687925464747,5.201056584893589,0.00012911810518953835,0.9397712577298836,0.308024578905288,0.12982306590218082
protein,0,0,0,0,0,0,0,0,0,0,0
protein,0,0,0,0,0,0,0,0,0,0,0
protein,0,0,0,0,0,0,0,0,0,0,0
protein,0,0,0,0,0,0,0,0,0,0,0
protein,0.9678825864655466,4177.364233644983,8937.792117822792,11933.32075626476,0.3500588242758788,0.7489777824945019,4.492419225848747,0.00017929434461619282,0.9367277190019464,0.292591307957898,0.15842153719810279
protein,0,0,0,0,0,0,0,0,0,0,0
protein,1.0545437192479796,5248.90600662434,12073.567687050316,16108.014521249688,0.32585679629851244,0.7495379192216935,5.189923702261292,0.0001427988838580354,0.9454191389569336,0.323502869686964,0.15626287744726994
protein,0,0,0,0,0,0,0,0,0,0,0
protein,1.2003505778798962,2945.6008055028387,23279.40969868694,24494.524273798223,0.12025548128949563,0.9503923994796221,6.392595789946989,0.0003226480647697209,0.992742977421564,0.6836200050834371,0.12739176205648092
protein,1.1085271870036946,2319.8929365722556,33423.654866046316,33677.08820775159,0.06888638715618758,0.9924746064700765,7.4788342434100725,0.0004278105212633225,0.9976245113591425,0.8095833042379902,0.09107101273561206
protein,0,0,0,0,0,0,0,0,0,0,0
protein,0,0,0,0,0,0,0,0,0,0,0
protein,1.3566037930624113,3232.4914798295263,22821.286741530414,23348.64477901758,0.13844450118725635,0.977413762448385,6.309046651115556,0.0003023716438380006,0.9903701934584924,0.6462827372715514,0.1790341333624994
protein,0,0,0,0,0,0,0,0,0,0,0
protein,0,0,0,0,0,0,0,0,0,0,0
protein,0.8816621950878732,1910.2795700086979,30368.09873920769,31465.9018709828,0.0607095127240042,0.9651113406418049,7.166551471706263,0.0005052199457053349,0.9981554763987491,0.8291652922246078,0.05486865572331695
protein,0.9976642642019813,2520.001602129483,48403.040514859145,49095.13926735712,0.05132894294089533,0.9859029068289425,8.976955876575614,0.000391231063502429,0.9986818009839623,0.8546843266796037,0.052012070845416244
protein,0,0,0,0,0,0,0,0,0,0,0
protein,1.006035749630399,2648.9102959709567,23095.80048762323,24643.366435435026,0.10748979052480644,0.9372015202603761,6.3716734044177725,0.0003538064394577187,0.994206188339689,0.7122813876413048,0.0929596481698727
protein,0.9157184216946684,3543.0929466189687,25288.273304525697,27821.277153593044,0.1273519158397582,0.9089544367397879,6.756156533028092,0.00025654264520697,0.9918575953895514,0.6659553691205595,0.0680216826228242
protein,0,0,0,0,0,0,0,0,0,0,0
protein,0,0,0,0,0,0,0,0,0,0,0
protein,0,0,0,0,0,0,0,0,0,0,0
protein,1.089855789981024,2608.318341960046,23299.613922374243,24529.19465492902,0.10633526206845594,0.9498727638696569,6.374773866549368,0.00036417056483828804,0.9943303334610851,0.7155666892489506,0.10487106945413659
protein,1.0777142861612978,5185.5781235339355,6675.035049424686,10434.782954931266,0.4969512203493736,0.639690837677673,4.238353832014425,0.00012335959895667874,0.8677784766824239,0.17666340816712567,0.22657779237299822
protein,1.0332265241679737,5647.010992241485,6868.969752303343,11199.623666178362,0.5042143522460348,0.6133214790999523,4.3712607413493165,0.00010860993186352993,0.8635785355074033,0.1816377639772449,0.2016451424509308
protein,1.0348681975820992,5238.9095579779005,7399.291692392656,11330.737397860807,0.4623626313117965,0.653028256906705,4.390981291084429,0.00012464965269581003,0.8866909253885662,0.19924415849254523,0.19040583063846397
protein,0,0,0,0,0,0,0,0,0,0,0
protein,1.394937085624708,5751.885942828682,15894.595584043094,17632.000891772335,0.326218560113203,0.9014629525943383,5.625575578005645,0.00015672476150509578,0.9452943726890943,0.3202364511127303,0.25629512980991903
protein,0,0,0,0,0,0,0,0,0,0,0
protein,0,0,0,0,0,0,0,0,0,0,0
protein,1.234202891671678,2910.30264677871,23629.314626990308,24479.32424186298,0.11888819389065061,0.9652764264865187,6.411436360077693,0.0003316756171578726,0.992907647947894,0.6878570251222054,0.1544836716577291
protein,0,0,0,0,0,0,0,0,0,0,0
protein,0,0,0,0,0,0,0,0,0,0,0
protein,0,0,0,0,0,0,0,0,0,0,0
protein,1.1940680681111921,4439.954679189159,20787.680409907545,23156.332146591154,0.19173825332449143,0.8977104093304216,6.243675901010459,0.00020218909295136427,0.9814460974562347,0.532387208527298,0.14129952382035815
protein,0,0,0,0,0,0,0,0,0,0,0
protein,0,0,0,0,0,0,0,0,0,0,0
protein,0,0,0,0,0,0,0,0,0,0,0
protein,0,0,0,0,0,0,0,0,0,0,0
protein,0.8774970801657763,4972.65365347747,11733.015152000495,15973.199405416099,0.31131231303550694,0.7345438352207719,5.131249323643473,0.00014771666928926203,0.9503076574207336,0.34589792939215513,0.09948772982854019
protein,1.1062876544822917,5266.308141756054,7442.733252885974,11179.12921230858,0.47108393164985335,0.6657703933407698,4.387135617969829,0.0001264207060088148,0.8820883908890969,0.1880642526513662,0.2125065588306964
protein,0,0,0,0,0,0,0,0,0,0,0
protein,1.0082685404904026,2363.3279546812732,32116.797956402374,33290.14245784623,0.07099182461216097,0.964753995783298,7.3894006846175655,0.0004082184166917317,0.9974768973957423,0.8026083642922943,0.06952123057588287
protein,0,0,0,0,0,0,0,0,0,0,0
protein,0,0,0,0,0,0,0,0,0,0,0
protein,0,0,0,0,0,0,0,0,0,0,0
protein,0,0,0,0,0,0,0,0,0,0,0
protein,0,0,0,0,0,0,0,0,0,0,0
protein,0,0,0,0,0,0,0,0,0,0,0
protein,1.051651809724388,5419.845531919303,6803.210327558382,11040.203451262336,0.49091899038324316,0.6162214634532395,4.336421342080359,0.0001136972372780927,0.8712052254670521,0.19015597354790414,0.1903370129058546
protein,0,0,0,0,0,0,0,0,0,0,0
protein,0,0,0,0,0,0,0,0,0,0,0
protein,1.0369192060055357,3829.5271383594995,11220.115972939562,13563.993935181388,0.2823303487645129,0.827198539497837,4.801491294145976,0.00021600539952099516,0.9593172437554265,0.3783236887790308,0.17013729223526056
protein,1.0932164714405261,4064.6361221507764,20522.097163405266,23087.79975134519,0.1760512550319549,0.8888719316880581,6.197732642278842,0.00021868425732971079,0.9843810012396996,0.5625610892602846,0.11122171720482564
protein,1.0978617070412238,4806.773218004566,8440.701697797782,11796.341281075196,0.40748000617073066,0.7155355628222754,4.492001241562038,0.00014885985470296755,0.9132141285433013,0.23380314039076563,0.1982301795606673
protein,0.8956489922105826,5008.121451511205,7666.136968018113,11771.032915009171,0.4254615111240901,0.6512713899765814,4.4379992295437525,0.00013004305032979175,0.9049765204423846,0.23311720561488075,0.1448716904366612
protein,0,0,0,0,0,0,0,0,0,0,0
protein,1.346237618530766,5642.585569763508,11428.422541336588,14914.176068148992,0.3783370629379872,0.7662791755384565,5.076495922455669,0.0001358028453559762,0.9256679030880661,0.2572474841615146,0.24893639707291534
protein,1.2505370121070865,2857.976396395431,18311.611795507954,19313.501463861703,0.14797815930700653,0.9481249078408477,5.711187769577587,0.0003317469343122121,0.9889906290598057,0.6231118378962758,0.16707622739494957
protein,0,0,0,0,0,0,0,0,0,0,0
protein,0.9945002707617434,5036.538281408839,34696.71120904109,38207.18138471618,0.13182177011946708,0.908120147876719,7.924484402617756,0.00018030641228893753,0.99127343398407,0.655945904228148,0.06898874545899975
protein,0.9968845402409386,4101.7279210889255,19464.923106008675,22304.580018922203,0.18389621851696844,0.8726872727258487,6.079387294252541,0.00021276088748816083,0.9829456652405357,0.5469475247338218,0.09585928277540216
protein,0,0,0,0,0,0,0,0,0,0,0
protein,1.005728527343525,3087.1520648935084,22023.08191168146,24048.83536433104,0.12837012762257657,0.9157650080779315,6.293488456741835,0.00029663747973150814,0.9917263283457606,0.6637926042632174,0.0938463549676465
protein,1.036919834493599,3780.7712767809367,19374.058461548204,21811.750131110097,0.17333644728436637,0.8882395197584345,6.01914134898924,0.00023493606323488279,0.9848626686207749,0.5679634476374527,0.1142556655433907
